Store ID,Product ID,Date,Units Sold,Sales Revenue (USD),Discount Percentage,Marketing Spend (USD),Store Location,Product Category,Day of the Week,Holiday Effect,Original Price (USD),Discount Amount (USD),ROI (%)
Spearsland,65656938,2022-07-06,6,5004.72,0,0,Sri Lanka,Electronics,Wednesday,False,5004.72,0.0,0.0
Spearsland,65656938,2022-07-07,9,7507.08,0,0,Saint Lucia,Electronics,Thursday,False,7507.08,0.0,0.0
Spearsland,65656938,2022-07-08,4,3336.48,0,0,Falkland Islands (Malvinas),Electronics,Friday,False,3336.48,0.0,0.0
Spearsland,65656938,2022-07-09,3,2252.12,10,100,Czech Republic,Electronics,Saturday,False,2502.3555555555554,250.2355555555555,2152.12
Spearsland,65656938,2022-07-10,3,2127.01,15,168,Mauritania,Electronics,Sunday,False,2502.364705882353,375.35470588235285,1166.077380952381
Spearsland,65656938,2022-07-11,7,5838.84,0,0,Guyana,Electronics,Monday,False,5838.84,0.0,0.0
Spearsland,65656938,2022-07-12,10,8341.2,0,116,Mongolia,Electronics,Tuesday,False,8341.2,0.0,7090.689655172415
Spearsland,65656938,2022-07-13,10,8341.2,0,0,Christmas Island,Electronics,Wednesday,False,8341.2,0.0,0.0
Spearsland,65656938,2022-07-14,6,5004.72,0,0,Zimbabwe,Electronics,Thursday,False,5004.72,0.0,0.0
Spearsland,65656938,2022-07-15,7,5838.84,0,189,Cuba,Electronics,Friday,False,5838.84,0.0,2989.3333333333335
Spearsland,65656938,2022-07-16,7,5838.84,0,0,Luxembourg,Electronics,Saturday,False,5838.84,0.0,0.0
Spearsland,65656938,2022-07-17,9,6756.37,10,0,Saudi Arabia,Electronics,Sunday,False,7507.077777777778,750.7077777777777,0.0
Spearsland,65656938,2022-07-18,10,8341.2,0,0,Australia,Electronics,Monday,False,8341.2,0.0,0.0
Spearsland,65656938,2022-07-19,9,7507.08,0,113,Ireland,Electronics,Tuesday,False,7507.08,0.0,6543.433628318584
Spearsland,65656938,2022-07-20,6,4754.48,5,49,Sudan,Electronics,Wednesday,False,5004.715789473684,250.23578947368424,9603.020408163266
Spearsland,65656938,2022-07-21,1,834.12,0,0,Eritrea,Electronics,Thursday,False,834.12,0.0,0.0
Spearsland,65656938,2022-07-22,6,5004.72,0,0,Cote d'Ivoire,Electronics,Friday,False,5004.72,0.0,0.0
Spearsland,65656938,2022-07-23,10,8341.2,0,0,Ethiopia,Electronics,Saturday,False,8341.2,0.0,0.0
Spearsland,65656938,2022-07-24,14,11677.68,0,52,Vietnam,Electronics,Sunday,False,11677.68,0.0,22357.076923076922
Spearsland,65656938,2022-07-25,6,5004.72,0,0,Anguilla,Electronics,Monday,False,5004.72,0.0,0.0
Spearsland,65656938,2022-07-26,4,3336.48,0,0,Zimbabwe,Electronics,Tuesday,False,3336.48,0.0,0.0
Spearsland,65656938,2022-07-27,6,5004.72,0,0,Seychelles,Electronics,Wednesday,False,5004.72,0.0,0.0
Spearsland,65656938,2022-07-28,7,5838.84,0,0,Argentina,Electronics,Thursday,False,5838.84,0.0,0.0
Spearsland,65656938,2022-07-29,3,2001.89,20,160,Libyan Arab Jamahiriya,Electronics,Friday,False,2502.3625,500.4725000000001,1151.18125
Spearsland,65656938,2022-07-30,5,4170.6,0,0,Kenya,Electronics,Saturday,False,4170.6,0.0,0.0
Spearsland,65656938,2022-07-31,9,7507.08,0,0,Ecuador,Electronics,Sunday,False,7507.08,0.0,0.0
Spearsland,65656938,2022-08-01,7,5838.84,0,0,Trinidad and Tobago,Electronics,Monday,False,5838.84,0.0,0.0
Spearsland,65656938,2022-08-02,7,4963.01,15,68,Korea,Electronics,Tuesday,False,5838.835294117647,875.825294117647,7198.544117647059
Spearsland,65656938,2022-08-03,3,2502.36,0,116,Iraq,Electronics,Wednesday,False,2502.36,0.0,2057.206896551724
Spearsland,65656938,2022-08-04,7,5838.84,0,0,Israel,Electronics,Thursday,False,5838.84,0.0,0.0
Spearsland,65656938,2022-08-05,10,8341.2,0,93,Cuba,Electronics,Friday,False,8341.2,0.0,8869.032258064517
Spearsland,65656938,2022-08-06,9,6381.02,15,0,British Indian Ocean Territory (Chagos Archipelago),Electronics,Saturday,False,7507.082352941177,1126.0623529411769,0.0
Spearsland,65656938,2022-08-07,1,834.12,0,39,Taiwan,Electronics,Sunday,False,834.12,0.0,2038.769230769231
Spearsland,65656938,2022-08-08,9,7507.08,0,0,Austria,Electronics,Monday,False,7507.08,0.0,0.0
Spearsland,65656938,2022-08-09,6,4504.25,10,183,Liechtenstein,Electronics,Tuesday,False,5004.722222222222,500.4722222222217,2361.3387978142077
Spearsland,65656938,2022-08-10,10,6672.96,20,0,Guernsey,Electronics,Wednesday,False,8341.199999999999,1668.2399999999989,0.0
Spearsland,65656938,2022-08-11,4,2836.01,15,0,Western Sahara,Electronics,Thursday,False,3336.482352941177,500.4723529411767,0.0
Spearsland,65656938,2022-08-12,9,6005.66,20,0,Sierra Leone,Electronics,Friday,False,7507.075,1501.415,0.0
Spearsland,65656938,2022-08-13,3,2502.36,0,150,Wallis and Futuna,Electronics,Saturday,False,2502.36,0.0,1568.2400000000002
Spearsland,65656938,2022-08-14,14,11677.68,0,0,Bhutan,Electronics,Sunday,False,11677.68,0.0,0.0
Spearsland,65656938,2022-08-15,7,5838.84,0,47,Panama,Electronics,Monday,False,5838.84,0.0,12323.063829787234
Spearsland,65656938,2022-08-16,4,3336.48,0,0,Gibraltar,Electronics,Tuesday,False,3336.48,0.0,0.0
Spearsland,65656938,2022-08-17,7,5838.84,0,111,Sudan,Electronics,Wednesday,False,5838.84,0.0,5160.216216216217
Spearsland,65656938,2022-08-18,6,4504.25,10,0,Solomon Islands,Electronics,Thursday,False,5004.722222222222,500.4722222222217,0.0
Spearsland,65656938,2022-08-19,3,2001.89,20,182,Nauru,Electronics,Friday,False,2502.3625,500.4725000000001,999.9395604395605
Spearsland,65656938,2022-08-20,12,10009.44,0,0,Chile,Electronics,Saturday,False,10009.44,0.0,0.0
Spearsland,65656938,2022-08-21,7,5838.84,0,13,Montenegro,Electronics,Sunday,False,5838.84,0.0,44814.153846153844
Spearsland,65656938,2022-08-22,12,10009.44,0,74,Venezuela,Electronics,Monday,False,10009.44,0.0,13426.270270270272
Spearsland,65656938,2022-08-23,6,5004.72,0,94,Yemen,Electronics,Tuesday,False,5004.72,0.0,5224.170212765958
Spearsland,65656938,2022-08-24,7,5838.84,0,116,Egypt,Electronics,Wednesday,False,5838.84,0.0,4933.48275862069
Spearsland,65656938,2022-08-25,10,8341.2,0,0,Oman,Electronics,Thursday,False,8341.2,0.0,0.0
Spearsland,65656938,2022-08-26,7,5838.84,0,0,Mauritania,Electronics,Friday,False,5838.84,0.0,0.0
Spearsland,65656938,2022-08-27,14,11677.68,0,164,Hong Kong,Electronics,Saturday,False,11677.68,0.0,7020.536585365853
Spearsland,65656938,2022-08-28,9,6005.66,20,116,Anguilla,Electronics,Sunday,False,7507.075,1501.415,5077.293103448276
Spearsland,65656938,2022-08-29,4,3336.48,0,90,Kenya,Electronics,Monday,False,3336.48,0.0,3607.2000000000003
Spearsland,65656938,2022-08-30,12,10009.44,0,0,Qatar,Electronics,Tuesday,False,10009.44,0.0,0.0
Spearsland,65656938,2022-08-31,3,2502.36,0,82,Norfolk Island,Electronics,Wednesday,False,2502.36,0.0,2951.658536585366
Spearsland,65656938,2022-09-01,4,3336.48,0,0,Slovakia (Slovak Republic),Electronics,Thursday,False,3336.48,0.0,0.0
Spearsland,65656938,2022-09-02,4,3336.48,0,26,Iran,Electronics,Friday,False,3336.48,0.0,12732.615384615385
Spearsland,65656938,2022-09-03,14,11677.68,0,0,Senegal,Electronics,Saturday,False,11677.68,0.0,0.0
Spearsland,65656938,2022-09-04,1,834.12,0,0,Nigeria,Electronics,Sunday,False,834.12,0.0,0.0
Spearsland,65656938,2022-09-05,10,8341.2,0,0,Kyrgyz Republic,Electronics,Monday,False,8341.2,0.0,0.0
Spearsland,65656938,2022-09-06,3,2502.36,0,76,Chile,Electronics,Tuesday,False,2502.36,0.0,3192.5789473684213
Spearsland,65656938,2022-09-07,0,0.0,20,0,Jamaica,Electronics,Wednesday,False,0.0,0.0,0.0
Spearsland,65656938,2022-09-08,7,4963.01,15,0,Jersey,Electronics,Thursday,False,5838.835294117647,875.825294117647,0.0
Spearsland,65656938,2022-09-09,10,7090.02,15,0,Cuba,Electronics,Friday,False,8341.2,1251.1800000000003,0.0
Spearsland,65656938,2022-09-10,5,3962.07,5,0,Lithuania,Electronics,Saturday,False,4170.6,208.5300000000002,0.0
Spearsland,65656938,2022-09-11,3,2502.36,0,0,Bhutan,Electronics,Sunday,False,2502.36,0.0,0.0
Spearsland,65656938,2022-09-12,7,5838.84,0,37,Mauritania,Electronics,Monday,False,5838.84,0.0,15680.648648648648
Spearsland,65656938,2022-09-13,4,2836.01,15,7,Bangladesh,Electronics,Tuesday,False,3336.482352941177,500.4723529411767,40414.42857142857
Spearsland,65656938,2022-09-14,4,2669.18,20,0,Oman,Electronics,Wednesday,False,3336.4749999999995,667.2949999999996,0.0
Spearsland,65656938,2022-09-15,12,10009.44,0,0,Wallis and Futuna,Electronics,Thursday,False,10009.44,0.0,0.0
Spearsland,65656938,2022-09-16,3,2127.01,15,0,Fiji,Electronics,Friday,False,2502.364705882353,375.35470588235285,0.0
Spearsland,65656938,2022-09-17,10,8341.2,0,166,Hungary,Electronics,Saturday,False,8341.2,0.0,4924.819277108434
Spearsland,65656938,2022-09-18,7,5838.84,0,0,Korea,Electronics,Sunday,False,5838.84,0.0,0.0
Spearsland,65656938,2022-09-19,4,3336.48,0,28,Uganda,Electronics,Monday,False,3336.48,0.0,11816.0
Spearsland,65656938,2022-09-20,6,4254.01,15,39,Saint Helena,Electronics,Tuesday,False,5004.717647058824,750.7076470588236,10807.71794871795
Spearsland,65656938,2022-09-21,9,7507.08,0,0,United States Virgin Islands,Electronics,Wednesday,False,7507.08,0.0,0.0
Spearsland,65656938,2022-09-22,15,12511.8,0,0,Anguilla,Electronics,Thursday,False,12511.8,0.0,0.0
Spearsland,65656938,2022-09-23,9,7507.08,0,140,Jersey,Electronics,Friday,False,7507.08,0.0,5262.2
Spearsland,65656938,2022-09-24,7,5838.84,0,63,Philippines,Electronics,Saturday,False,5838.84,0.0,9168.0
Spearsland,65656938,2022-09-25,10,7924.14,5,118,Zambia,Electronics,Sunday,False,8341.2,417.0600000000004,6615.372881355933
Spearsland,65656938,2022-09-26,3,2502.36,0,17,Guyana,Electronics,Monday,False,2502.36,0.0,14619.764705882355
Spearsland,65656938,2022-09-27,7,5838.84,0,65,Pitcairn Islands,Electronics,Tuesday,False,5838.84,0.0,8882.830769230768
Spearsland,65656938,2022-09-28,6,5004.72,0,25,Azerbaijan,Electronics,Wednesday,False,5004.72,0.0,19918.88
Spearsland,65656938,2022-09-29,6,5004.72,0,39,Costa Rica,Electronics,Thursday,False,5004.72,0.0,12732.615384615387
Spearsland,65656938,2022-09-30,7,5838.84,0,56,Kazakhstan,Electronics,Friday,False,5838.84,0.0,10326.5
Spearsland,65656938,2022-10-01,12,10009.44,0,51,Thailand,Electronics,Saturday,False,10009.44,0.0,19526.352941176472
Spearsland,65656938,2022-10-02,8,6672.96,0,0,Venezuela,Electronics,Sunday,False,6672.96,0.0,0.0
Spearsland,65656938,2022-10-03,18,13512.74,10,53,Vietnam,Electronics,Monday,False,15014.155555555555,1501.4155555555553,25395.735849056604
Spearsland,65656938,2022-10-04,5,3545.01,15,0,Cape Verde,Electronics,Tuesday,False,4170.6,625.5900000000001,0.0
Spearsland,65656938,2022-10-05,7,5838.84,0,137,Kazakhstan,Electronics,Wednesday,False,5838.84,0.0,4161.9270072992695
Spearsland,65656938,2022-10-06,9,6381.02,15,123,Benin,Electronics,Thursday,False,7507.082352941177,1126.0623529411769,5087.821138211382
Spearsland,65656938,2022-10-07,10,8341.2,0,0,Lesotho,Electronics,Friday,False,8341.2,0.0,0.0
Spearsland,65656938,2022-10-08,6,5004.72,0,0,Falkland Islands (Malvinas),Electronics,Saturday,False,5004.72,0.0,0.0
Spearsland,65656938,2022-10-09,15,12511.8,0,0,Kazakhstan,Electronics,Sunday,False,12511.8,0.0,0.0
Spearsland,65656938,2022-10-10,9,6756.37,10,0,Bouvet Island (Bouvetoya),Electronics,Monday,False,7507.077777777778,750.7077777777777,0.0
Spearsland,65656938,2022-10-11,14,9926.03,15,125,Congo,Electronics,Tuesday,False,11677.682352941178,1751.652352941177,7840.8240000000005
Spearsland,65656938,2022-10-12,12,10009.44,0,0,Senegal,Electronics,Wednesday,False,10009.44,0.0,0.0
Spearsland,65656938,2022-10-13,21,17516.52,0,0,Cambodia,Electronics,Thursday,False,17516.52,0.0,0.0
Spearsland,65656938,2022-10-14,12,8508.02,15,88,Kenya,Electronics,Friday,False,10009.435294117648,1501.4152941176471,9568.204545454546
Spearsland,65656938,2022-10-15,19,15848.28,0,0,Martinique,Electronics,Saturday,False,15848.28,0.0,0.0
Spearsland,65656938,2022-10-16,19,15848.28,0,0,Chad,Electronics,Sunday,False,15848.28,0.0,0.0
Spearsland,65656938,2022-10-17,5,4170.6,0,0,Taiwan,Electronics,Monday,False,4170.6,0.0,0.0
Spearsland,65656938,2022-10-18,0,0.0,0,0,Myanmar,Electronics,Tuesday,False,0.0,0.0,0.0
Spearsland,65656938,2022-10-19,10,8341.2,0,0,Uzbekistan,Electronics,Wednesday,False,8341.2,0.0,0.0
Spearsland,65656938,2022-10-20,5,4170.6,0,0,Paraguay,Electronics,Thursday,False,4170.6,0.0,0.0
Spearsland,65656938,2022-10-21,12,10009.44,0,0,Myanmar,Electronics,Friday,False,10009.44,0.0,0.0
Spearsland,65656938,2022-10-22,12,9008.5,10,0,Samoa,Electronics,Saturday,False,10009.444444444443,1000.9444444444434,0.0
Spearsland,65656938,2022-10-23,15,11886.21,5,174,Cayman Islands,Electronics,Sunday,False,12511.8,625.5900000000001,6731.155172413793
Spearsland,65656938,2022-10-24,9,7507.08,0,99,Antigua and Barbuda,Electronics,Monday,False,7507.08,0.0,7482.909090909091
Spearsland,65656938,2022-10-25,5,4170.6,0,166,Falkland Islands (Malvinas),Electronics,Tuesday,False,4170.6,0.0,2412.409638554217
Spearsland,65656938,2022-10-26,12,10009.44,0,0,Guyana,Electronics,Wednesday,False,10009.44,0.0,0.0
Spearsland,65656938,2022-10-27,5,4170.6,0,0,Guernsey,Electronics,Thursday,False,4170.6,0.0,0.0
Spearsland,65656938,2022-10-28,7,5838.84,0,0,Korea,Electronics,Friday,False,5838.84,0.0,0.0
Spearsland,65656938,2022-10-29,4,3336.48,0,0,Burkina Faso,Electronics,Saturday,False,3336.48,0.0,0.0
Spearsland,65656938,2022-10-30,6,4003.78,20,36,Botswana,Electronics,Sunday,False,5004.725,1000.9450000000002,11021.611111111111
Spearsland,65656938,2022-10-31,7,5838.84,0,0,Denmark,Electronics,Monday,False,5838.84,0.0,0.0
Spearsland,65656938,2022-11-01,10,7090.02,15,0,Congo,Electronics,Tuesday,False,8341.2,1251.1800000000003,0.0
Spearsland,65656938,2022-11-02,14,11677.68,0,0,Portugal,Electronics,Wednesday,False,11677.68,0.0,0.0
Spearsland,65656938,2022-11-03,9,7507.08,0,68,Cuba,Electronics,Thursday,False,7507.08,0.0,10939.823529411764
Spearsland,65656938,2022-11-04,3,2502.36,0,0,Lithuania,Electronics,Friday,False,2502.36,0.0,0.0
Spearsland,65656938,2022-11-05,10,8341.2,0,0,Morocco,Electronics,Saturday,False,8341.2,0.0,0.0
Spearsland,65656938,2022-11-06,12,10009.44,0,176,Cayman Islands,Electronics,Sunday,False,10009.44,0.0,5587.181818181818
Spearsland,65656938,2022-11-07,7,5838.84,0,0,Uruguay,Electronics,Monday,False,5838.84,0.0,0.0
Spearsland,65656938,2022-11-08,9,7507.08,0,61,Cocos (Keeling) Islands,Electronics,Tuesday,False,7507.08,0.0,12206.688524590165
Spearsland,65656938,2022-11-09,7,5838.84,0,4,Fiji,Electronics,Wednesday,False,5838.84,0.0,145871.0
Spearsland,65656938,2022-11-10,7,5838.84,0,53,French Guiana,Electronics,Thursday,False,5838.84,0.0,10916.67924528302
Spearsland,65656938,2022-11-11,3,2127.01,15,74,Kyrgyz Republic,Electronics,Friday,False,2502.364705882353,375.35470588235285,2774.337837837838
Spearsland,65656938,2022-11-12,10,8341.2,0,57,Marshall Islands,Electronics,Saturday,False,8341.2,0.0,14533.684210526317
Spearsland,65656938,2022-11-13,10,8341.2,0,12,Jordan,Electronics,Sunday,False,8341.2,0.0,69410.0
Spearsland,65656938,2022-11-14,9,7507.08,0,0,China,Electronics,Monday,False,7507.08,0.0,0.0
Spearsland,65656938,2022-11-15,3,2502.36,0,38,Kyrgyz Republic,Electronics,Tuesday,False,2502.36,0.0,6485.1578947368425
Spearsland,65656938,2022-11-16,7,5838.84,0,40,Germany,Electronics,Wednesday,False,5838.84,0.0,14497.1
Spearsland,65656938,2022-11-17,12,10009.44,0,0,Central African Republic,Electronics,Thursday,False,10009.44,0.0,0.0
Spearsland,65656938,2022-11-18,9,7507.08,0,0,Pitcairn Islands,Electronics,Friday,False,7507.08,0.0,0.0
Spearsland,65656938,2022-11-19,6,5004.72,0,24,Cote d'Ivoire,Electronics,Saturday,False,5004.72,0.0,20753.0
Spearsland,65656938,2022-11-20,23,19184.76,0,1,Angola,Electronics,Sunday,False,19184.76,0.0,1918375.9999999998
Spearsland,65656938,2022-11-21,7,4671.07,20,123,Comoros,Electronics,Monday,False,5838.8375,1167.7675,3697.6178861788617
Spearsland,65656938,2022-11-22,5,4170.6,0,123,Belize,Electronics,Tuesday,False,4170.6,0.0,3290.731707317074
Spearsland,65656938,2022-11-23,5,4170.6,0,187,Moldova,Electronics,Wednesday,False,4170.6,0.0,2130.2673796791446
Spearsland,65656938,2022-11-24,18,15014.16,0,14,Saudi Arabia,Electronics,Thursday,True,15014.16,0.0,107144.0
Spearsland,65656938,2022-11-25,9,7507.08,0,0,Syrian Arab Republic,Electronics,Friday,False,7507.08,0.0,0.0
Spearsland,65656938,2022-11-26,10,7924.14,5,174,Uruguay,Electronics,Saturday,False,8341.2,417.0600000000004,4454.103448275862
Spearsland,65656938,2022-11-27,15,12511.8,0,56,Peru,Electronics,Sunday,False,12511.8,0.0,22242.5
Spearsland,65656938,2022-11-28,28,23355.36,0,92,Eritrea,Electronics,Monday,False,23355.36,0.0,25286.260869565216
Spearsland,65656938,2022-11-29,9,6005.66,20,0,Tuvalu,Electronics,Tuesday,False,7507.075,1501.415,0.0
Spearsland,65656938,2022-11-30,19,15848.28,0,0,Moldova,Electronics,Wednesday,False,15848.28,0.0,0.0
Spearsland,65656938,2022-12-01,3,2502.36,0,145,Algeria,Electronics,Thursday,False,2502.36,0.0,1625.7655172413795
Spearsland,65656938,2022-12-02,7,5838.84,0,63,Sao Tome and Principe,Electronics,Friday,False,5838.84,0.0,9168.0
Spearsland,65656938,2022-12-03,8,6672.96,0,9,Grenada,Electronics,Saturday,False,6672.96,0.0,74044.0
Spearsland,65656938,2022-12-04,10,8341.2,0,0,Ireland,Electronics,Sunday,False,8341.2,0.0,0.0
Spearsland,65656938,2022-12-05,3,2001.89,20,199,Somalia,Electronics,Monday,False,2502.3625,500.4725000000001,905.9748743718593
Spearsland,65656938,2022-12-06,9,7507.08,0,0,Nepal,Electronics,Tuesday,False,7507.08,0.0,0.0
Spearsland,65656938,2022-12-07,16,13345.92,0,168,Saudi Arabia,Electronics,Wednesday,False,13345.92,0.0,7844.0
Spearsland,65656938,2022-12-08,5,4170.6,0,86,Taiwan,Electronics,Thursday,False,4170.6,0.0,4749.53488372093
Spearsland,65656938,2022-12-09,7,5838.84,0,0,Albania,Electronics,Friday,False,5838.84,0.0,0.0
Spearsland,65656938,2022-12-10,15,12511.8,0,0,Finland,Electronics,Saturday,False,12511.8,0.0,0.0
Spearsland,65656938,2022-12-11,8,6672.96,0,13,Estonia,Electronics,Sunday,False,6672.96,0.0,51230.461538461546
Spearsland,65656938,2022-12-12,9,7507.08,0,0,Finland,Electronics,Monday,False,7507.08,0.0,0.0
Spearsland,65656938,2022-12-13,5,4170.6,0,0,Slovakia (Slovak Republic),Electronics,Tuesday,False,4170.6,0.0,0.0
Spearsland,65656938,2022-12-14,14,11677.68,0,0,Mozambique,Electronics,Wednesday,False,11677.68,0.0,0.0
Spearsland,65656938,2022-12-15,9,7507.08,0,37,Antarctica (the territory South of 60 deg S),Electronics,Thursday,False,7507.08,0.0,20189.405405405403
Spearsland,65656938,2022-12-16,16,13345.92,0,155,Monaco,Electronics,Friday,False,13345.92,0.0,8510.270967741935
Spearsland,65656938,2022-12-17,10,8341.2,0,0,Norfolk Island,Electronics,Saturday,False,8341.2,0.0,0.0
Spearsland,65656938,2022-12-18,15,12511.8,0,0,Bolivia,Electronics,Sunday,False,12511.8,0.0,0.0
Spearsland,65656938,2022-12-19,9,7507.08,0,3,Swaziland,Electronics,Monday,False,7507.08,0.0,250136.0
Spearsland,65656938,2022-12-20,7,5546.9,5,0,Rwanda,Electronics,Tuesday,False,5838.8421052631575,291.9421052631578,0.0
Spearsland,65656938,2022-12-21,9,6005.66,20,136,Saint Martin,Electronics,Wednesday,False,7507.075,1501.415,4315.926470588235
Spearsland,65656938,2022-12-22,7,5838.84,0,116,Bouvet Island (Bouvetoya),Electronics,Thursday,False,5838.84,0.0,4933.48275862069
Spearsland,65656938,2022-12-23,1,834.12,0,0,Cameroon,Electronics,Friday,False,834.12,0.0,0.0
Spearsland,65656938,2022-12-24,17,14180.04,0,0,Pitcairn Islands,Electronics,Saturday,False,14180.04,0.0,0.0
Spearsland,65656938,2022-12-25,16,13345.92,0,95,Cocos (Keeling) Islands,Electronics,Sunday,True,13345.92,0.0,13948.336842105264
Spearsland,65656938,2022-12-26,9,6005.66,20,0,Tajikistan,Electronics,Monday,False,7507.075,1501.415,0.0
Spearsland,65656938,2022-12-27,9,7507.08,0,114,Western Sahara,Electronics,Tuesday,False,7507.08,0.0,6485.1578947368425
Spearsland,65656938,2022-12-28,9,7507.08,0,0,Eritrea,Electronics,Wednesday,False,7507.08,0.0,0.0
Spearsland,65656938,2022-12-29,7,5838.84,0,13,Ethiopia,Electronics,Thursday,False,5838.84,0.0,44814.153846153844
Spearsland,65656938,2022-12-30,7,4963.01,15,0,Guinea-Bissau,Electronics,Friday,False,5838.835294117647,875.825294117647,0.0
Spearsland,65656938,2022-12-31,8,6672.96,0,1,Jordan,Electronics,Saturday,False,6672.96,0.0,667196.0
Spearsland,65656938,2023-01-01,7,5838.84,0,0,Sao Tome and Principe,Electronics,Sunday,False,5838.84,0.0,0.0
Spearsland,65656938,2023-01-02,2,1668.24,0,97,French Southern Territories,Electronics,Monday,False,1668.24,0.0,1619.835051546392
Spearsland,65656938,2023-01-03,8,5672.02,15,105,French Guiana,Electronics,Tuesday,False,6672.964705882354,1000.9447058823534,5301.92380952381
Spearsland,65656938,2023-01-04,6,5004.72,0,167,Ecuador,Electronics,Wednesday,False,5004.72,0.0,2896.8383233532936
Spearsland,65656938,2023-01-05,6,5004.72,0,185,Kazakhstan,Electronics,Thursday,False,5004.72,0.0,2605.254054054054
Spearsland,65656938,2023-01-06,6,5004.72,0,0,Palau,Electronics,Friday,False,5004.72,0.0,0.0
Spearsland,65656938,2023-01-07,5,4170.6,0,0,Norfolk Island,Electronics,Saturday,False,4170.6,0.0,0.0
Spearsland,65656938,2023-01-08,5,4170.6,0,37,Namibia,Electronics,Sunday,False,4170.6,0.0,11171.891891891893
Spearsland,65656938,2023-01-09,9,6756.37,10,95,Burundi,Electronics,Monday,False,7507.077777777778,750.7077777777777,7011.968421052632
Spearsland,65656938,2023-01-10,7,5838.84,0,182,Saint Pierre and Miquelon,Electronics,Tuesday,False,5838.84,0.0,3108.153846153846
Spearsland,65656938,2023-01-11,7,5838.84,0,161,Guernsey,Electronics,Wednesday,False,5838.84,0.0,3526.608695652174
Spearsland,65656938,2023-01-12,4,3336.48,0,0,Niger,Electronics,Thursday,False,3336.48,0.0,0.0
Spearsland,65656938,2023-01-13,7,5838.84,0,192,Martinique,Electronics,Friday,False,5838.84,0.0,2941.0625
Spearsland,65656938,2023-01-14,10,8341.2,0,157,Saint Pierre and Miquelon,Electronics,Saturday,False,8341.2,0.0,5212.866242038217
Spearsland,65656938,2023-01-15,7,4963.01,15,0,Pitcairn Islands,Electronics,Sunday,False,5838.835294117647,875.825294117647,0.0
Spearsland,65656938,2023-01-16,0,0.0,0,57,Peru,Electronics,Monday,False,0.0,0.0,-100.0
Spearsland,65656938,2023-01-17,4,3169.66,5,0,Reunion,Electronics,Tuesday,False,3336.484210526316,166.82421052631616,0.0
Spearsland,65656938,2023-01-18,6,5004.72,0,0,Falkland Islands (Malvinas),Electronics,Wednesday,False,5004.72,0.0,0.0
Spearsland,65656938,2023-01-19,7,5254.96,10,0,Madagascar,Electronics,Thursday,False,5838.844444444444,583.884444444444,0.0
Spearsland,65656938,2023-01-20,9,6756.37,10,0,Bahrain,Electronics,Friday,False,7507.077777777778,750.7077777777777,0.0
Spearsland,65656938,2023-01-21,4,3336.48,0,136,Israel,Electronics,Saturday,False,3336.48,0.0,2353.2941176470586
Spearsland,65656938,2023-01-22,10,8341.2,0,21,Tajikistan,Electronics,Sunday,False,8341.2,0.0,39620.00000000001
Spearsland,65656938,2023-01-23,7,5546.9,5,73,Colombia,Electronics,Monday,False,5838.8421052631575,291.9421052631578,7498.493150684931
Spearsland,65656938,2023-01-24,8,6672.96,0,0,Egypt,Electronics,Tuesday,False,6672.96,0.0,0.0
Spearsland,65656938,2023-01-25,3,2502.36,0,38,Czech Republic,Electronics,Wednesday,False,2502.36,0.0,6485.1578947368425
Spearsland,65656938,2023-01-26,7,5254.96,10,0,Mali,Electronics,Thursday,False,5838.844444444444,583.884444444444,0.0
Spearsland,65656938,2023-01-27,6,5004.72,0,9,Turkey,Electronics,Friday,False,5004.72,0.0,55508.00000000001
Spearsland,65656938,2023-01-28,5,3336.48,20,76,Equatorial Guinea,Electronics,Saturday,False,4170.599999999999,834.1199999999994,4290.105263157895
Spearsland,65656938,2023-01-29,10,7090.02,15,144,Trinidad and Tobago,Electronics,Sunday,False,8341.2,1251.1800000000003,4823.625000000001
Spearsland,65656938,2023-01-30,2,1668.24,0,74,Djibouti,Electronics,Monday,False,1668.24,0.0,2154.3783783783783
Spearsland,65656938,2023-01-31,6,5004.72,0,0,Tanzania,Electronics,Tuesday,False,5004.72,0.0,0.0
Spearsland,65656938,2023-02-01,1,834.12,0,0,Sierra Leone,Electronics,Wednesday,False,834.12,0.0,0.0
Spearsland,65656938,2023-02-02,4,3336.48,0,167,Guinea,Electronics,Thursday,False,3336.48,0.0,1897.8922155688622
Spearsland,65656938,2023-02-03,1,834.12,0,150,Norway,Electronics,Friday,False,834.12,0.0,456.08000000000004
Spearsland,65656938,2023-02-04,5,3753.54,10,47,Gibraltar,Electronics,Saturday,False,4170.599999999999,417.0599999999995,7886.255319148935
Spearsland,65656938,2023-02-05,10,8341.2,0,0,Korea,Electronics,Sunday,False,8341.2,0.0,0.0
Spearsland,65656938,2023-02-06,4,3336.48,0,190,Holy See (Vatican City State),Electronics,Monday,False,3336.48,0.0,1656.042105263158
Spearsland,65656938,2023-02-07,9,7507.08,0,0,Netherlands Antilles,Electronics,Tuesday,False,7507.08,0.0,0.0
Spearsland,65656938,2023-02-08,2,1668.24,0,61,Croatia,Electronics,Wednesday,False,1668.24,0.0,2634.8196721311474
Spearsland,65656938,2023-02-09,9,7507.08,0,0,Guinea,Electronics,Thursday,False,7507.08,0.0,0.0
Spearsland,65656938,2023-02-10,4,3336.48,0,0,Anguilla,Electronics,Friday,False,3336.48,0.0,0.0
